3341781,1920,14004000
3390848,1755,15590000
3280436,1941,13618000
3378580,2024,13447000
3579758,1961,14708000
3565002,1846,15627000
3260790,1930,13622000
3628830,1934,15175000
3354049,1737,15663000
3751515,1937,15663000
3341781,1751,15417000
3739247,1772,17064000
3758893,1948,15629000
3501265,1755,16181000
3538069,1850,15441000
3329508,2086,12873000
3390848,1763,15527000
3255900,2032,12920000
3444815,1744,15920000
3371207,1935,14112000
3518423,1877,15165000
3506155,1770,16037000
