file: 1.jpg	Packet loss: 0%	 time delay: 0 ms		file: 1.jpg	Packet loss: 0%	 time delay: 0 ms		file: 1.jpg	Packet loss: 0%	 time delay: 0 ms			
1857358 	5642 	2633000 		71688938 	48459 	11834000 		105163167 	77129 	10907000 			
1857358 	6288 	2363000 		70020404 	51728 	10829000 		513733807 	342371 	12004000 			
1857358 	6727 	2208000 		157909456 	112142 	11264000 		393616002 	271019 	11618000 			
1857358 	5713 	2644400 		81593845 	57684 	11329800 	#DIV/0!	244198467 	167025 	11417400 			
file: 1.jpg	Packet loss: 5%	 time delay: 10 ms		file: 1.jpg	Packet loss: 5%	 time delay: 10 ms		file: 1.jpg	Packet loss: 5%	 time delay: 10 ms			
1947548 	13537 	1150000 		76107997 	62407 	9756000 		258565404 	185250 	11166000 			
1955534 	14847 	1053000 		234503543 	162228 	11564000 		475541617 	353000 	10777000 			
1955534 	15573 	1004000 		600360509 	441880 	10869000 		499642211 	358260 	11157000 			
1955534 	16353 	956000 		446161638 	310820 	11483000 		905702137 	604753 	11981000 			
1955534 	16398 	954000 		528789202 	369973 	11434000 		426915123 	273168 	12502000 			
1953937 	15342 	1023400 		377184578 	269462 	11021200 	#DIV/0!	513273298 	354886 	11516600 			
file: 1.jpg	Packet loss: 10%	 time delay: 10 ms		file: 1.jpg	Packet loss: 10%	 time delay: 10 ms		file: 1.jpg	Packet loss: 10%	 time delay: 10 ms			
2053710 	21633 	759000 		429730134 	349798 	9828000 		515321957 	340671 	12101000 			
2053710 	22865 	718000 		351114315 	245413 	11445000 		550395719 	352128 	12504000 			
2053710 	23727 	692000 		652694091 	453085 	11524000 		566738930 	420566 	10780000 			
2053710 	24457 	671000 		390570096 	268464 	11638000 		295003170 	213166 	11071000 			
2053710 	24201 	678000 		490460420 	346217 	11333000 		1506283263 	995948 	12099000 			
2053710 	23377 	703600 		462913811 	332595 	11153600 	#DIV/0!	686748608 	464496 	11711000 			
file: 1.jpg	Packet loss: 15%	 time delay: 10 ms		file: 1.jpg	Packet loss: 15%	 time delay: 10 ms		file: 1.jpg	Packet loss: 15%	 time delay: 10 ms			
2225518 	35489 	501000 		154462934 	103043 	11992000 		178118207 	117745 	12101000 			
2229804 	37363 	477000 		142589280 	103251 	11047000 		212990260 	135877 	12540000 			
2225518 	36576 	486000 		215492098 	143264 	12033000 		192109209 	125808 	12216000 			
2237785 	37686 	475000 		165720129 	108860 	12178000 		137712366 	92040 	11969000 			
2225518 	36766 	484000 		179673958 	114190 	12587000 		148733743 	99889 	11911000 			
2228829 	36776 	484600 		171587680 	114522 	11967400 	#DIV/0!	173932757 	114272 	12147400 			
file: 1.jpg	Packet loss: 20%	 time delay: 10 ms		file: 1.jpg	Packet loss: 20%	 time delay: 10 ms		file: 1.jpg	Packet loss: 20%	 time delay: 10 ms			
2315708 	43046 	430000 		44978933 	33180 	10844000 		96764811 	76797 	10080000 			
2323694 	44198 	420000 		93332254 	61791 	12083000 		126330347 	90109 	11215000 			
2323694 	44273 	419000 		58885692 	43731 	10772000 		121715177 	89218 	10913000 			
2323689 	44587 	416000 		55465838 	41516 	10688000 		80781984 	60329 	10712000 			
2315708 	44660 	414000 		64570747 	46321 	11151000 		107050194 	73797 	11604000 			
2320499 	44153 	419800 		63446693 	45308 	11107600 	#DIV/0!	106528503 	78050 	10904800 			
